GCA_005286985.2_CM016555.2_001640.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR045766:34-142;SMART_IPR000719:240-509;ProSiteProfiles_IPR000719:240-509;Pfam_IPR000719:241-505;Gene3D_IPR036537:22-136;SUPERFAMILY_IPR011009:225-523	PF19584:34-142;PF00069:241-505	1.10.510.10:313-517;3.30.200.20:212-312;1.20.930.20:22-136	SSF56112:225-523	SM00220:240-509	PS50011:240-509	cd14066:246-510;cd21037:30-151	
GCA_005286985.2_CM016559.2_001247.1	IPR036537,IPR045766	IPR000719,IPR011009	SUPERFAMILY_IPR011009:173-472;SMART_IPR000719:191-478;Pfam_IPR045766:14-142;ProSiteProfiles_IPR000719:191-478;Gene3D_IPR036537:6-119;Pfam_IPR000719:192-468	PF19584:14-142;PF00069:192-468	3.30.200.20:153-272;1.20.930.20:6-119;1.10.510.10:273-478	SSF56112:173-472	SM00220:191-478	PS50011:191-478	cd21037:11-144	
GCA_005286985.2_CM016556.2_003716.1	IPR010632	IPR000719,IPR011009	ProSiteProfiles_IPR000719:225-509;SUPERFAMILY_IPR011009:232-510;Pfam_IPR010632:23-233;Pfam_IPR001245:266-501	PF06760:23-233;PF07714:266-501	1.10.510.10:243-520	SSF56112:232-510		PS50011:225-509		
GCA_005286985.2_CM016559.2_001227.1	IPR036537	IPR000719,IPR011009	SMART_IPR000719:170-443;Gene3D_IPR036537:4-121;Pfam_IPR000719:172-441;SUPERFAMILY_IPR011009:142-443;ProSiteProfiles_IPR000719:170-459	PF00069:172-441	1.10.510.10:265-453;1.20.930.20:4-121;3.30.200.20:144-239	SSF56112:142-443	SM00220:170-443	PS50011:170-459	cd21037:10-132	
GCA_005286985.2_CM016559.2_001240.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR045766:24-139;SUPERFAMILY_IPR011009:203-465;ProSiteProfiles_IPR000719:219-468;Gene3D_IPR036537:9-127;Pfam_IPR000719:222-463;SMART_IPR000719:219-468	PF19584:24-139;PF00069:222-463	1.20.930.20:9-127;1.10.510.10:295-476;3.30.200.20:188-294	SSF56112:203-465	SM00220:219-468	PS50011:219-468	cd21037:23-158	
GCA_005286985.2_CM016559.2_001230.1	IPR036537	IPR000719,IPR011009	Gene3D_IPR036537:6-116;ProSiteProfiles_IPR000719:194-455;Pfam_IPR000719:217-451;SUPERFAMILY_IPR011009:178-453	PF00069:217-451	1.20.930.20:6-116;1.10.510.10:267-455;3.30.200.20:155-266	SSF56112:178-453		PS50011:194-455	cd21037:12-133	
GCA_005286985.2_CM016559.2_001220.1	IPR036537,IPR045766	IPR000719,IPR011009	Gene3D_IPR036537:4-117;Pfam_IPR000719:406-679;SUPERFAMILY_IPR011009:380-682;Pfam_IPR045766:20-109;ProSiteProfiles_IPR000719:405-687	PF00069:406-679;PF19584:20-109	1.20.930.20:4-117;3.30.200.20:375-481;1.10.510.10:498-688	SSF56112:380-682		PS50011:405-687	cd21037:11-119	PR01217:212-233;PR01217:233-249;PR01217:250-267;PR01217:168-180
GCA_005286985.2_CM016559.2_001225.1	IPR036537	IPR000719,IPR011009	SMART_IPR000719:170-456;SUPERFAMILY_IPR011009:148-452;Gene3D_IPR036537:3-122;ProSiteProfiles_IPR000719:170-456;Pfam_IPR000719:172-445	PF00069:172-445	3.30.200.20:146-243;1.10.510.10:263-456;1.20.930.20:3-122	SSF56112:148-452	SM00220:170-456	PS50011:170-456	cd21037:10-134	
GCA_005286985.2_CM016559.2_002138.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR045766:22-139;ProSiteProfiles_IPR000719:194-512;SUPERFAMILY_IPR011009:173-509;SMART_IPR000719:194-443;Gene3D_IPR036537:15-125;Pfam_IPR000719:197-410	PF19584:22-139;PF00069:197-410	3.30.200.20:163-267;1.20.930.20:15-125;1.10.510.10:284-516	SSF56112:173-509	SM00220:194-443	PS50011:194-512	cd21037:19-137	
GCA_005286985.2_CM016559.2_001219.1	IPR036537,IPR045766	IPR000719,IPR011009	Gene3D_IPR036537:1-120;SMART_IPR000719:220-484;ProSiteProfiles_IPR000719:220-504;SUPERFAMILY_IPR011009:194-498;Pfam_IPR000719:222-495;Pfam_IPR045766:17-131	PF00069:222-495;PF19584:17-131	1.20.930.20:1-120;1.10.510.10:312-511;3.30.200.20:190-290	SSF56112:194-498	SM00220:220-484	PS50011:220-504	cd21037:8-122	
GCA_005286985.2_CM016559.2_001590.1	IPR036537	IPR000719,IPR011009	Gene3D_IPR036537:5-120;SMART_IPR000719:197-492;Pfam_IPR000719:200-429;ProSiteProfiles_IPR000719:197-498;SUPERFAMILY_IPR011009:178-492	PF00069:200-429	1.20.930.20:5-120;1.10.510.10:294-509;3.30.200.20:172-268	SSF56112:178-492	SM00220:197-492	PS50011:197-498	cd21037:11-132	
