GCA_000005505.4_CM000880.3_007206.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR000719:284-549;SUPERFAMILY_IPR011009:268-565;Gene3D_IPR036537:22-136;SMART_IPR000719:283-557;Pfam_IPR045766:33-150;ProSiteProfiles_IPR000719:283-559	PF00069:284-549;PF19584:33-150	1.10.510.10:356-561;1.20.930.20:22-136;3.30.200.20:249-355	SSF56112:268-565	SM00220:283-557	PS50011:283-559	cd21037:30-159;cd14066:289-553	
GCA_000005505.4_CM000883.3_004788.1	IPR036537	IPR000719,IPR011009	SUPERFAMILY_IPR011009:170-463;Gene3D_IPR036537:6-125;Pfam_IPR000719:201-460;ProSiteProfiles_IPR000719:190-470	PF00069:201-460	3.30.200.20:154-266;1.20.930.20:6-125;1.10.510.10:267-474	SSF56112:170-463		PS50011:190-470	cd21037:13-138	
GCA_000005505.4_CM000883.3_000686.1	IPR036537	IPR000719,IPR011009	SUPERFAMILY_IPR011009:182-488;Pfam_IPR000719:206-483;SMART_IPR000719:203-487;Gene3D_IPR036537:1-111;ProSiteProfiles_IPR000719:203-487	PF00069:206-483	1.10.510.10:295-495;3.30.200.20:164-277;1.20.930.20:1-111	SSF56112:182-488	SM00220:203-487	PS50011:203-487	cd21037:2-117	
GCA_000005505.4_CM000883.3_004794.1	IPR036537	IPR000719,IPR011009	Pfam_IPR000719:1347-1648;SUPERFAMILY_IPR011009:1326-1650;SUPERFAMILY_IPR027417:200-456;Gene3D_IPR036388:441-535;Pfam_IPR002182:203-443;Gene3D_IPR036537:1100-1216;Gene3D_IPR032675:634-942;SMART_IPR000719:1345-1650;ProSiteProfiles_IPR000719:1345-1651;Gene3D_IPR042197:354-440;Gene3D_IPR027417:188-344;Pfam_IPR041118:51-134	PF00069:1347-1648;PF00931:203-443;PF18052:51-134	1.10.10.10:441-535;1.20.930.20:1100-1216;1.10.510.10:1420-1656;3.80.10.10:634-942;1.20.5.4130:50-162;1.10.8.430:354-440;3.30.200.20:1313-1419;3.40.50.300:188-344	SSF56112:1326-1650;SSF52058:523-936;SSF52540:200-456	SM00220:1345-1650	PS50011:1345-1651	cd21037:1108-1216	PR00364:221-236;PR00364:707-723;PR00364:390-404;PR00364:293-307
GCA_000005505.4_CM000883.3_000697.1	IPR036537,IPR045766	IPR000719,IPR011009	Gene3D_IPR036537:17-123;ProSiteProfiles_IPR000719:188-483;Pfam_IPR045766:24-135;Pfam_IPR000719:190-414;SUPERFAMILY_IPR011009:172-481;SMART_IPR000719:188-482	PF19584:24-135;PF00069:190-414	1.20.930.20:17-123;3.30.200.20:158-264;1.10.510.10:279-486	SSF56112:172-481	SM00220:188-482	PS50011:188-483	cd21037:21-135	
GCA_000005505.4_CM000883.3_000704.1	IPR036537	IPR000719,IPR011009	ProSiteProfiles_IPR000719:223-510;Pfam_IPR000719:226-429;SUPERFAMILY_IPR011009:201-495;Gene3D_IPR036537:37-156	PF00069:226-429	1.10.510.10:300-504;3.30.200.20:191-299;1.20.930.20:37-156	SSF56112:201-495		PS50011:223-510	cd21037:45-174	
GCA_000005505.4_CM000880.3_005036.1	IPR036537	IPR000719,IPR011009	SUPERFAMILY_IPR011009:167-372;Pfam_IPR000719:195-300;SMART_IPR000719:41-376;Gene3D_IPR036537:11-127;ProSiteProfiles_IPR000719:27-376	PF00069:195-300	1.20.930.20:11-127;1.10.510.10:164-383	SSF56112:167-372	SM00220:41-376	PS50011:27-376	cd21037:19-131	
GCA_000005505.4_CM000883.3_000698.1	IPR036537,IPR045766	IPR000719,IPR011009	Gene3D_IPR036537:17-123;Pfam_IPR000719:173-387;ProSiteProfiles_IPR000719:169-458;SMART_IPR000719:169-457;SUPERFAMILY_IPR011009:169-456;Pfam_IPR045766:24-137	PF00069:173-387;PF19584:24-137	1.20.930.20:17-123;1.10.510.10:258-462;3.30.200.20:148-243	SSF56112:169-456	SM00220:169-457	PS50011:169-458	cd21037:21-135	
GCA_000005505.4_CM000881.3_006162.1	IPR010632	IPR000719,IPR011009	SUPERFAMILY_IPR011009:241-528;Pfam_IPR001245:277-512;Pfam_IPR010632:22-238;ProSiteProfiles_IPR000719:193-520	PF07714:277-512;PF06760:22-238	1.10.510.10:262-533	SSF56112:241-528		PS50011:193-520		
GCA_000005505.4_CM000883.3_000700.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR000719:192-432;ProSiteProfiles_IPR000719:120-444;SUPERFAMILY_IPR011009:179-437;Gene3D_IPR036537:17-122;SMART_IPR000719:161-443;Pfam_IPR045766:24-138	PF00069:192-432;PF19584:24-138	1.10.510.10:172-451;1.20.930.20:17-122	SSF56112:179-437	SM00220:161-443	PS50011:120-444	cd21037:21-135	
