GCA_018446385.1_Zo_v_CM031523.1_002483.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR000719:179-438;SUPERFAMILY_IPR011009:158-442;Pfam_IPR045766:13-142;ProSiteProfiles_IPR010666:484-526;ProSiteProfiles_IPR000719:176-446;Pfam_IPR010666:482-525;Gene3D_IPR036537:1-114;SMART_IPR000719:176-446	PF00069:179-438;PF19584:13-142;PF06839:482-525	1.20.930.20:1-114;3.30.200.20:158-251;1.10.510.10:252-471	SSF56112:158-442	SM00220:176-446	PS51999:484-526;PS50011:176-446	cd21037:9-128;cd14066:182-445	
GCA_018446385.1_Zo_v_JACMSC010000064.1_000009.1	IPR010632	IPR000719,IPR011009	Pfam_IPR001245:264-501;ProSiteProfiles_IPR000719:234-509;Pfam_IPR010632:21-231;SUPERFAMILY_IPR011009:251-532	PF07714:264-501;PF06760:21-231	1.10.510.10:240-517	SSF56112:251-532		PS50011:234-509		
GCA_018446385.1_Zo_v_CM031514.1_002356.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR000719:227-492;ProSiteProfiles_IPR000719:226-497;Pfam_IPR045766:25-149;Gene3D_IPR036537:18-128;SUPERFAMILY_IPR011009:204-495	PF00069:227-492;PF19584:25-149	1.20.930.20:18-128;3.30.200.20:185-300;1.10.510.10:301-501	SSF56112:204-495		PS50011:226-497	cd21037:22-148	
GCA_018446385.1_Zo_v_CM031510.1_003403.1	IPR036537,IPR045766	IPR000719,IPR011009	Gene3D_IPR036537:19-129;Pfam_IPR045766:26-166;Pfam_IPR000719:240-527;SUPERFAMILY_IPR011009:185-540;ProSiteProfiles_IPR000719:199-532;SMART_IPR000719:199-532	PF19584:26-166;PF00069:240-527	1.20.930.20:19-129;1.10.510.10:294-542;3.30.200.20:183-293	SSF56112:185-540	SM00220:199-532	PS50011:199-532	cd21037:23-141	
GCA_018446385.1_Zo_v_CM031522.1_002342.1	IPR036537,IPR045766	IPR000719,IPR011009	ProSiteProfiles_IPR000719:238-508;Pfam_IPR045766:75-199;ProSiteProfiles_IPR010666:546-588;SUPERFAMILY_IPR011009:220-504;Gene3D_IPR036537:61-176;SMART_IPR000719:238-508;Pfam_IPR000719:240-500	PF19584:75-199;PF00069:240-500	1.10.510.10:315-533;3.30.200.20:220-313;1.20.930.20:61-176	SSF56112:220-504	SM00220:238-508	PS50011:238-508;PS51999:546-588	cd14066:244-507;cd21037:71-190	
GCA_018446385.1_Zo_v_CM031518.1_000671.1	IPR036537,IPR045766	IPR000719,IPR011009	ProSiteProfiles_IPR000719:173-440;Gene3D_IPR036537:1-115;Pfam_IPR045766:14-122;SMART_IPR000719:173-440;Pfam_IPR000719:175-321;SUPERFAMILY_IPR011009:157-469	PF19584:14-122;PF00069:175-321	3.30.200.20:145-247;1.20.930.20:1-115;1.10.510.10:264-320;1.10.510.10:321-451	SSF56112:157-469	SM00220:173-440	PS50011:173-440	cd21037:10-122	
GCA_018446385.1_Zo_v_CM031522.1_002341.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR000719:180-441;ProSiteProfiles_IPR000719:177-448;SMART_IPR000719:177-448;ProSiteProfiles_IPR010666:486-528;Pfam_IPR045766:13-141;Gene3D_IPR036537:1-114;SUPERFAMILY_IPR011009:158-444	PF00069:180-441;PF19584:13-141	1.10.510.10:253-474;3.30.200.20:159-252;1.20.930.20:1-114	SSF56112:158-444	SM00220:177-448	PS50011:177-448;PS51999:486-528	cd21037:9-129;cd14066:183-447	
GCA_018446385.1_Zo_v_CM031522.1_002340.1	IPR036537,IPR045766	IPR000719,IPR011009	ProSiteProfiles_IPR000719:231-499;SMART_IPR000719:231-499;Pfam_IPR000719:234-491;SUPERFAMILY_IPR011009:212-494;Pfam_IPR045766:13-143;ProSiteProfiles_IPR010666:528-570;Gene3D_IPR036537:1-114	PF00069:234-491;PF19584:13-143	3.30.200.20:215-306;1.20.930.20:1-114;1.10.510.10:307-523	SSF56112:212-494	SM00220:231-499	PS50011:231-499;PS51999:528-570	cd14066:237-498;cd21037:9-136	
GCA_018446385.1_Zo_v_CM031512.1_000177.1	IPR010632	IPR000719,IPR011009	Pfam_IPR001245:262-488;ProSiteProfiles_IPR000719:232-496;SUPERFAMILY_IPR011009:254-523;Pfam_IPR010632:21-229	PF07714:262-488;PF06760:21-229	1.10.510.10:240-503	SSF56112:254-523		PS50011:232-496		
GCA_018446385.1_Zo_v_CM031511.1_003145.1	IPR010632	IPR000719,IPR011009	SUPERFAMILY_IPR011009:265-520;ProSiteProfiles_IPR000719:123-519;Pfam_IPR001245:267-511;Pfam_IPR010632:23-233	PF07714:267-511;PF06760:23-233	1.10.510.10:250-539	SSF56112:265-520		PS50011:123-519		
GCA_018446385.1_Zo_v_CM031511.1_003465.1	IPR036537,IPR045766	IPR000719,IPR011009	SMART_IPR000719:196-529;ProSiteProfiles_IPR000719:196-529;Gene3D_IPR036537:16-126;Pfam_IPR045766:23-163;Pfam_IPR000719:237-524;SUPERFAMILY_IPR011009:182-537	PF19584:23-163;PF00069:237-524	1.10.510.10:291-538;3.30.200.20:180-290;1.20.930.20:16-126	SSF56112:182-537	SM00220:196-529	PS50011:196-529	cd21037:20-138	
GCA_018446385.1_Zo_v_CM031519.1_003276.1	IPR010632	IPR000719,IPR011009	SUPERFAMILY_IPR011009:231-526;Pfam_IPR010632:21-229;PRINTS_IPR001245:460-482;PRINTS_IPR001245:341-359;PRINTS_IPR001245:415-437;ProSiteProfiles_IPR000719:232-496;Pfam_IPR001245:263-488	PF06760:21-229;PF07714:263-488	1.10.510.10:233-501	SSF56112:231-526		PS50011:232-496		PR00109:460-482;PR00109:341-359;PR00109:415-437
GCA_018446385.1_Zo_v_CM031523.1_002482.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR000719:180-441;Gene3D_IPR036537:1-114;ProSiteProfiles_IPR010666:486-528;ProSiteProfiles_IPR000719:177-448;SMART_IPR000719:177-448;Pfam_IPR045766:13-141;SUPERFAMILY_IPR011009:158-444	PF00069:180-441;PF19584:13-141	1.10.510.10:253-474;1.20.930.20:1-114;3.30.200.20:159-252	SSF56112:158-444	SM00220:177-448	PS51999:486-528;PS50011:177-448	cd14066:183-447;cd21037:9-126	
GCA_018446385.1_Zo_v_CM031510.1_003072.1	IPR010632	IPR000719,IPR011009	SUPERFAMILY_IPR011009:265-521;ProSiteProfiles_IPR000719:123-519;Pfam_IPR001245:267-511;Pfam_IPR010632:21-233	PF07714:267-511;PF06760:21-233	1.10.510.10:247-538	SSF56112:265-521		PS50011:123-519		
GCA_018446385.1_Zo_v_JACMSC010000067.1_000010.1	IPR010632	IPR000719,IPR011009	ProSiteProfiles_IPR000719:234-509;Pfam_IPR010632:21-231;Pfam_IPR001245:264-501;SUPERFAMILY_IPR011009:251-531	PF06760:21-231;PF07714:264-501	1.10.510.10:240-516	SSF56112:251-531		PS50011:234-509		
GCA_018446385.1_Zo_v_CM031515.1_001990.1	IPR036537,IPR045766	IPR000719,IPR011009	Gene3D_IPR036537:63-171;Pfam_IPR001245:304-500;Pfam_IPR045766:68-181;SUPERFAMILY_IPR011009:280-569;ProSiteProfiles_IPR000719:301-571	PF07714:304-500;PF19584:68-181	3.30.200.20:261-374;1.20.930.20:63-171;1.10.510.10:375-582	SSF56112:280-569		PS50011:301-571	cd21037:65-185	
GCA_018446385.1_Zo_v_CM031511.1_003466.1	IPR036537,IPR045766	IPR000719,IPR011009	SUPERFAMILY_IPR011009:182-537;Pfam_IPR045766:23-162;SMART_IPR000719:196-529;ProSiteProfiles_IPR000719:196-529;Gene3D_IPR036537:16-126;Pfam_IPR001245:201-426	PF19584:23-162;PF07714:201-426	1.10.510.10:291-539;3.30.200.20:180-290;1.20.930.20:16-126	SSF56112:182-537	SM00220:196-529	PS50011:196-529	cd21037:20-138	
